NUMBER,STATUS,MACHINE AREA,WORK CENTER TYPE,WORK CENTER OEM,MACHINE MODULE OEM,MACHINE MODULE MODEL,MACHINE MODULE,MACHINE SUB-MODULE LV 1,MACHINE SUB-MODULE LV 2,SAP FUNCTIONAL LOCATION,SAP MACHINE MODULE CODE,SPA WORKCENTER CODE,DEFECT TYPES,NEXT STEP,DEFECT COUNTERMEASURES,COUNTERMEASURE DMS,DEFECT PICTURES,PRIORITY,LINE,DESCRIPTION,FOUND DURING,REPORTED BY,REPORTED AT,REPORTED AT LOCAL TIME,ASSIGNED TO,ASSIGNED AT,ASSIGNED AT LOCAL TIME,ASSIGNEE SAP WORK ORDER,ASSIGNEE SAP NOTIFICATION CODE,FIX SCHEDULED,CLOSED BY,CLOSED AT,CLOSED AT LOCAL TIME,CLOSE SAP WORK ORDER,CLOSE SAP NOTIFICATION CODE,KEY NOTES / OBSERVATIONS,CLOSE NEXT STEPS DESCRIPTION,DELETED BY,DELETED AT,DELETED AT LOCAL TIME,DELETE COMMENT,COMPONENTS,DURATION TO FIX,EQUIPMENT RANKING,INSPECTION CATEGORIES,OPENING USER ROLES,MACHINE SUB-MODULE LV 1 LOCAL,MACHINE SUB-MODULE LV 2 LOCAL
DH01902826,OPEN,KDF4 | Cutting assembly,KDF 08,HAUNI,HAUNI,KDF4-AF4-HCI,KDF4,Cutting assembly,,MS14-SE-FM-KD08-MONO,KD95910,MS14-SE-CP-LF08-FILT,LACK_OF_BASIC_CONDITIONS,Ready to schedule,,,NA-PMMEXICO%2FSecondaryCC%2FFilterMaking%2FKDF08%2FKDF08%2FDH%2F%2201677c87b3843-c70bd0a4-1bad-496d-865c-03af5ac54533.jpg|NA-PMMEXICO%2FSecondaryCC%2FFilterMaking%2FKDF08%2FKDF08%2FDH%2F%2223dd4ab00e8a38-c660896a-78ad-4a4a-89a9-1ef9750795e6.jpg,LOW,KDF 08,biela de portatubo con daño,PM,JulioCesar.FariasVillalvazo@pmi.com,14/03/2026 20:02,14/03/2026 14:02,,,,,,,,,,,,,,,,,,Rec.13748213. # part. 2105DF115F.102 ~ RESORTE DE HOJA (BALLE+,,A,MechanicalDrives&Transmissions,"TECH,UNKNOWN",,
DH01897930,CLOSED,HCI | Capsule feed,KDF 08,HAUNI,HAUNI,KDF4-AF4-HCI,HCI,Capsule feed,,MS14-SE-FM-KD08-MONO,CI95920,MS14-SE-CP-LF08-FILT,MINOR,Nice to have,,,NA-PMMEXICO%2FSecondaryCC%2FFilterMaking%2FKDF08%2FKDF08%2FDH%2F%221000573780-4e399c57-49af-43df-9dea-0b6051992fdc.jpg,LOW,KDF 08,Reemplazo de tornillo en hci,CIL,JulioCesar.Martinez@pmi.com,12/03/2026 06:29,12/03/2026 00:29,,,,,,,JulioCesar.Martinez@pmi.com,12/03/2026 06:29,12/03/2026 00:29,,,,,,,,,Hci # Hci,4,A,Fasteners,"UNKNOWN,TECH",,
DH01897922,CLOSED,AF4 | Tow feed,KDF 08,HAUNI,HAUNI,KDF4-AF4-HCI,AF4,Tow feed,,MS14-SE-FM-KD08-MONO,AF95910,MS14-SE-CP-LF08-FILT,MINOR,Nice to have,,,NA-PMMEXICO%2FSecondaryCC%2FFilterMaking%2FKDF08%2FKDF08%2FDH%2F%221000573778-59ca3cce-75d9-42d6-9f8c-5c7301568a58.jpg,LOW,KDF 08,Tornillo suelto del abridor ,CIL,JulioCesar.Martinez@pmi.com,12/03/2026 06:26,12/03/2026 00:26,,,,,,,JulioCesar.Martinez@pmi.com,12/03/2026 06:26,12/03/2026 00:26,,,,,,,,,Abridor  # Abridor,4,A,Fasteners,"UNKNOWN,TECH",,
DH01897918,CLOSED,AF4 | Tow feed,KDF 08,HAUNI,HAUNI,KDF4-AF4-HCI,AF4,Tow feed,,MS14-SE-FM-KD08-MONO,AF95910,MS14-SE-CP-LF08-FILT,MINOR,Nice to have,,,NA-rk8a8hn4b,LOW,KDF 08,Tornillo suelto del abridor ,CIL,JulioCesar.Martinez@pmi.com,12/03/2026 06:23,12/03/2026 00:23,,,,,,,JulioCesar.Martinez@pmi.com,12/03/2026 06:23,12/03/2026 00:23,,,,,,,,,Abridor # Abridor,4,A,Fasteners,"UNKNOWN,TECH",,
DH01897091,DELETED,AF4,KDF 08,HAUNI,HAUNI,KDF4-AF4-HCI,AF4,,,MS14-SE-FM-KD08-MONO,AF95910,MS14-SE-CP-LF08-FILT,HARD_TO_REACH_AREAS|SOURCE_OF_CONTAMINATION,Ready to schedule,,,NA-PMMEXICO%2FSecondaryCC%2FFilterMaking%2FKDF08%2FKDF08%2FDH%2F%22f0f42d6606cf7-a26ec086-ef08-4bd8-8cc4-3bc7197be5b6.jpg|NA-PMMEXICO%2FSecondaryCC%2FFilterMaking%2FKDF08%2FKDF08%2FDH%2F%223019b5a5864758-c46158bb-8db7-4246-a016-efd83fccd169.jpg,HIGH,KDF 08,esprea fuga trasetil llegando a caja electrica,DH,JulioCesar.FariasVillalvazo@pmi.com,11/03/2026 20:39,11/03/2026 14:39,,,,,,,,,,,,,,Saul.Enriquez@pmi.com,12/03/2026 23:14,12/03/2026 17:14,Defecto repetido ,sistema de atomizado de triasetin,,,ElectromechanicSystems,"TECH,UNKNOWN",,
DH01894760,CLOSED,HCI,KDF 08,HAUNI,HAUNI,KDF4-AF4-HCI,HCI,,,MS14-SE-FM-KD08-MONO,CI95920,MS14-SE-CP-LF08-FILT,MINOR,Nice to have,,,NA-PMMEXICO%2FSecondaryCC%2FFilterMaking%2FKDF08%2FKDF08%2FDH%2F%22IMG_4746-29946717-b40d-43ff-85a3-09c9f69ffae0.jpeg,LOW,KDF 08,Estandar en tornillo 6x16 hexagonal,PM,Blas.Flores@pmi.com,10/03/2026 19:20,10/03/2026 13:20,,,,,,,Blas.Flores@pmi.com,10/03/2026 19:20,10/03/2026 13:20,92757372,92757372,,,,,,,Tornillo,3,,Fasteners,"TECH,UNKNOWN",,
DH01894753,CLOSED,HCI,KDF 08,HAUNI,HAUNI,KDF4-AF4-HCI,HCI,,,MS14-SE-FM-KD08-MONO,CI95920,MS14-SE-CP-LF08-FILT,MINOR,Nice to have,,,NA-PMMEXICO%2FSecondaryCC%2FFilterMaking%2FKDF08%2FKDF08%2FDH%2F%22IMG_4744-cd84dffc-0e06-4608-8a97-cba75014e61d.jpeg,LOW,KDF 08,Cuerda capada,PM,Blas.Flores@pmi.com,10/03/2026 19:18,10/03/2026 13:18,,,,,,,Blas.Flores@pmi.com,10/03/2026 19:21,10/03/2026 13:21,92757372,92757372,,,,,,,Guarda HCI,10,,Fasteners,"TECH,UNKNOWN",,
DH01894749,CLOSED,AF4,KDF 08,HAUNI,HAUNI,KDF4-AF4-HCI,AF4,,,MS14-SE-FM-KD08-MONO,AF95910,MS14-SE-CP-LF08-FILT,MINOR,Nice to have,,,NA-PMMEXICO%2FSecondaryCC%2FFilterMaking%2FKDF08%2FKDF08%2FDH%2F%22IMG_4743-504b6a4a-d994-4d2f-be07-1b988d4bedc3.jpeg,LOW,KDF 08,Abrazadera floja,PM,Blas.Flores@pmi.com,10/03/2026 19:16,10/03/2026 13:16,,,,,,,Blas.Flores@pmi.com,10/03/2026 19:22,10/03/2026 13:22,92757372,92757372,,,,,,,Manguera,5,,Bearing,"TECH,UNKNOWN",,
DH01894738,ASSIGNED,AF4,KDF 08,HAUNI,HAUNI,KDF4-AF4-HCI,AF4,,,MS14-SE-FM-KD08-MONO,AF95910,MS14-SE-CP-LF08-FILT,MINOR,Nice to have,,,NA-PMMEXICO%2FSecondaryCC%2FFilterMaking%2FKDF08%2FKDF08%2FDH%2F%22IMG_4742-9a15c7c3-2b3f-4096-8906-0e607faff18c.jpeg,LOW,KDF 08,Revestimiento de manguera roto,PM,Fatima.Aguilar@pmi.com,10/03/2026 19:08,10/03/2026 13:08,Saul.Enriquez@pmi.com,12/03/2026 23:13,12/03/2026 17:13,,,31/03/2026,,,,,,,,,,,,Manguera,,,Bearing,"TECH,UNKNOWN",,
DH01894735,CLOSED,AF4,KDF 08,HAUNI,HAUNI,KDF4-AF4-HCI,AF4,,,MS14-SE-FM-KD08-MONO,AF95910,MS14-SE-CP-LF08-FILT,MINOR,Nice to have,,,NA-PMMEXICO%2FSecondaryCC%2FFilterMaking%2FKDF08%2FKDF08%2FDH%2F%22IMG_4741-7ccc59c1-99b8-4bba-a0e8-a32f0fb14d3e.jpeg,LOW,KDF 08,Manguera de abridor 2 suelta,PM,Fatima.Aguilar@pmi.com,10/03/2026 19:06,10/03/2026 13:06,,,,,,,Fatima.Aguilar@pmi.com,10/03/2026 19:09,10/03/2026 13:09,92739170,92739170,,,,,,,Manguera,5,,Bearing,"TECH,UNKNOWN",,
